product_name,brand,product_url,product_type,ingredients,price,ingredients_list,nb_ingredients,volume,volume_unit
Elemis Balancing Lime Blossom Cleanser 200ml,Elemis,https://www.lookfantastic.com/elemis-balancing-lime-blossom-cleanser-200ml/10437944.html,Cleanser,"Water (Aqua), Zea Mays (Corn) Oil, Propylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Isopropyl Myristate, Glycerin, Lecithin, Egg Yolk (Ovum) Extract, Tilia Cordata Flower Extract, Xanthan Gum, Ethoxydiglycol, Sodium Hydroxide, Fragrance (Parfum), Carbomer, Diazolidinyl Urea, Dichlorobenzyl Alcohol, Methylparaben, Propylparaben, Phenoxyethanol, Tocopherol, Sodium Benzoate, Triclosan, 2-Bromo-2-Nitropropane-1,3-Diol, Blue 1 (CI 42090), Yellow 5 (CI 19140), Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Amyl Cinnamal, Citronellol, Dipentene (D-Limonene), Cinnamyl Alcohol, Linalool",25.0,"['water (aqua)', 'zea mays (corn) oil', 'propylene glycol', 'helianthus annuus (sunflower) seed oil', 'isopropyl myristate', 'glycerin', 'lecithin', 'egg yolk (ovum) extract', 'tilia cordata flower extract', 'xanthan gum', 'ethoxydiglycol', 'sodium hydroxide', 'fragrance (parfum)', 'carbomer', 'diazolidinyl urea', 'dichlorobenzyl alcohol', 'methylparaben', 'propylparaben', 'phenoxyethanol', 'tocopherol', 'sodium benzoate', 'triclosan', '2-bromo-2-nitropropane-1,3-diol', 'blue 1 (ci 42090)', 'yellow 5 (ci 19140)', 'alpha-isomethyl ionone', 'butylphenyl methylpropional', 'amyl cinnamal', 'citronellol', 'dipentene (d-limonene)', 'cinnamyl alcohol', 'linalool']",32,200.0,ml
Elemis Dynamic Resurfacing Facial Wash 200ml,Elemis,https://www.lookfantastic.com/elemis-dynamic-resurfacing-facial-wash-200ml/10362741.html,Cleanser,"Aqua/Water/Eau, Sodium Lauroyl Sarcosinate, Glycerin, Cocamidopropyl Betaine, Acrylates Copolymer, Polysorbate 20, Coco-Glucoside, Glycol Distearate, Glyceryl Oleate, Sodium Lactate, Dicaprylyl Ether, Phenoxyethanol, Lauryl Alcohol, Fragrance (Parfum), Sodium Chloride, Orbignya Oleifera (Babassu) Seed Oil, Xanthan Gum, Caprylyl Glycol, Propylene Glycol, Sodium Hydroxide, Chlorphenesin, Citric Acid, Glyceryl Stearate, Papain, Disodium EDTA, Galactoarabinan, Behenyl Alcohol, Butyrospermum Parkii (Shea) Butter, Benzoic Acid, Moringa Pterygosperma Seed Extract, Hydrogenated Castor Oil, Disodium Phosphate, Stearyl Alcohol, Protease, Subtilisin, Tocopherol, Hydrogenated Palm Glycerides Citrate, Poria Cocos (White Truffle) Extract.",34.0,"['aqua/water/eau', 'sodium lauroyl sarcosinate', 'glycerin', 'cocamidopropyl betaine', 'acrylates copolymer', 'polysorbate 20', 'coco-glucoside', 'glycol distearate', 'glyceryl oleate', 'sodium lactate', 'dicaprylyl ether', 'phenoxyethanol', 'lauryl alcohol', 'fragrance (parfum)', 'sodium chloride', 'orbignya oleifera (babassu) seed oil', 'xanthan gum', 'caprylyl glycol', 'propylene glycol', 'sodium hydroxide', 'chlorphenesin', 'citric acid', 'glyceryl stearate', 'papain', 'disodium edta', 'galactoarabinan', 'behenyl alcohol', 'butyrospermum parkii (shea) butter', 'benzoic acid', 'moringa pterygosperma seed extract', 'hydrogenated castor oil', 'disodium phosphate', 'stearyl alcohol', 'protease', 'subtilisin', 'tocopherol', 'hydrogenated palm glycerides citrate', 'poria cocos (white truffle) extract']",38,200.0,ml
Elemis Frangipani Monoi Shower Cream 200ml,Elemis,https://www.lookfantastic.com/elemis-exotic-frangipani-monoi-bath-shower-cream-200ml/10364753.html,Body Wash,"Aqua/Water/Eau, Glycerin, Coco-Betaine, Sesamum Indicum (Sesame) Seed Oil, Ammonium Lauryl Sulfate, Fragrance (Parfum), Phenoxyethanol, Xanthan Gum, Cocos Nucifera (Coconut/Coprah) Oil, Carbomer, Polyquaternium-10, Sodium Hydroxide, Disodium EDTA, Linalool, Ethylhexylglycerin, Caprylyl Glycol, Plumeria Alba (Frangipani) Flower Extract, 1,2-Hexanediol, Plumeria Rubra (Frangipani) Flower Extract, Amyl Cinnamal, Hydroxycitronellal, Benzoic Acid, Gardenia Tahitensis (Tiare) Flower Extract, Caramel, Tocopherol.",28.0,"['aqua/water/eau', 'glycerin', 'coco-betaine', 'sesamum indicum (sesame) seed oil', 'ammonium lauryl sulfate', 'fragrance (parfum)', 'phenoxyethanol', 'xanthan gum', 'cocos nucifera (coconut/coprah) oil', 'carbomer', 'polyquaternium-10', 'sodium hydroxide', 'disodium edta', 'linalool', 'ethylhexylglycerin', 'caprylyl glycol', 'plumeria alba (frangipani) flower extract', '1,2-hexanediol', 'plumeria rubra (frangipani) flower extract', 'amyl cinnamal', 'hydroxycitronellal', 'benzoic acid', 'gardenia tahitensis (tiare) flower extract', 'caramel', 'tocopherol']",25,200.0,ml
Elemis Life Elixirs Embrace Bath and Shower Elixir 100ml,Elemis,https://www.lookfantastic.com/elemis-life-elixirs-embrace-bath-and-shower-elixir-100ml/11463960.html,Bath Oil,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, TIPA-Laureth Sulfate, Laureth-2, Fragrance (Parfum), Propylene Glycol, Boswellia Carterii (Frankincense) Oil, Sorbitan Oleate, Vetiveria (Vetiver) Zizanoides Root Oil, Aqua/Water/Eau, Linalool, Papaver Orientale (Poppy) Seed Oil, Amaranthus Caudatus Seed Extract, Tocopherol, Platonia Insignis (Bacuri) Seed Oil, Schinus Terebinthifolius (Rose Pepper) Fruit Extract, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Benzyl Benzoate, Hydrogenated Vegetable Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract.",55.0,"['prunus amygdalus dulcis (sweet almond) oil', 'tipa-laureth sulfate', 'laureth-2', 'fragrance (parfum)', 'propylene glycol', 'boswellia carterii (frankincense) oil', 'sorbitan oleate', 'vetiveria (vetiver) zizanoides root oil', 'aqua/water/eau', 'linalool', 'papaver orientale (poppy) seed oil', 'amaranthus caudatus seed extract', 'tocopherol', 'platonia insignis (bacuri) seed oil', 'schinus terebinthifolius (rose pepper) fruit extract', 'limonene', 'helianthus annuus (sunflower) seed oil', 'benzyl benzoate', 'hydrogenated vegetable oil', 'rosmarinus officinalis (rosemary) leaf extract']",20,100.0,ml
Elemis Life Elixirs Fortitude Bath and Shower Elixir 100ml,Elemis,https://www.lookfantastic.com/elemis-life-elixirs-fortitude-bath-and-shower-elixir-100ml/11463963.html,Bath Oil,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, TIPA-Laureth Sulfate, Laureth-2, Fragrance (Parfum), Propylene Glycol, Pelargonium Graveolens (Geranium) Oil, Sorbitan Oleate, Linalool, Aqua/Water/Eau, Geraniol, Cananga Odorata (Ylang Ylang) Flower Oil, Papaver Orientale (Poppy) Seed Oil, Amaranthus Caudatus Seed Extract, Tocopherol, Platonia Insignis (Bacuri) Seed Oil, Citronellol, Eugenol, Limonene, Helianthus Annuus (Sunflower) Seed Oil, Benzyl Benzoate, Hydrogenated Vegetable Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cedrus Atlantica (Cedarwood) Bark Oil.",55.0,"['prunus amygdalus dulcis (sweet almond) oil', 'tipa-laureth sulfate', 'laureth-2', 'fragrance (parfum)', 'propylene glycol', 'pelargonium graveolens (geranium) oil', 'sorbitan oleate', 'linalool', 'aqua/water/eau', 'geraniol', 'cananga odorata (ylang ylang) flower oil', 'papaver orientale (poppy) seed oil', 'amaranthus caudatus seed extract', 'tocopherol', 'platonia insignis (bacuri) seed oil', 'citronellol', 'eugenol', 'limonene', 'helianthus annuus (sunflower) seed oil', 'benzyl benzoate', 'hydrogenated vegetable oil', 'rosmarinus officinalis (rosemary) leaf extract', 'cedrus atlantica (cedarwood) bark oil']",23,100.0,ml
Elemis Papaya Enzyme Peel 50ml,Elemis,https://www.lookfantastic.com/elemis-papaya-enzyme-peel-50ml/10365474.html,Peel,"Aqua/Water/Eau, Propylene Glycol, Octyldodecanol, Glyceryl Stearate SE, Cetearyl Alcohol, Glycerin, C12-16 Alcohols, Helianthus Annuus (Sunflower) Seed Oil, Niacinamide (Vitamin B3), Xanthan Gum, Phenoxyethanol, Palmitic Acid, Hydrogenated Lecithin, Fragrance (Parfum), Papain, Chlorphenesin, Lactis Proteinum/Milk Protein/Protéine Du Lait, Ananas Sativus (Pineapple) Fruit Extract, Sodium Dehydroacetate, Disodium EDTA, Porphyridium Cruentum (Red Algae) Extract, Cinnamyl Alcohol, Fucus Vesiculosus (Bladderwrack) Extract, Capsicum Annuum Fruit Extract, Tocopherol, Citronellol, Geraniol, Limonene, Citral, Mentha Arvensis (Mint) Leaf Oil, Cuminum Cyminum (Cumin) Seed Oil.",35.0,"['aqua/water/eau', 'propylene glycol', 'octyldodecanol', 'glyceryl stearate se', 'cetearyl alcohol', 'glycerin', 'c12-16 alcohols', 'helianthus annuus (sunflower) seed oil', 'niacinamide (vitamin b3)', 'xanthan gum', 'phenoxyethanol', 'palmitic acid', 'hydrogenated lecithin', 'fragrance (parfum)', 'papain', 'chlorphenesin', 'lactis proteinum/milk protein/protéine du lait', 'ananas sativus (pineapple) fruit extract', 'sodium dehydroacetate', 'disodium edta', 'porphyridium cruentum (red algae) extract', 'cinnamyl alcohol', 'fucus vesiculosus (bladderwrack) extract', 'capsicum annuum fruit extract', 'tocopherol', 'citronellol', 'geraniol', 'limonene', 'citral', 'mentha arvensis (mint) leaf oil', 'cuminum cyminum (cumin) seed oil']",31,50.0,ml
Elemis Peptide Eye Recovery Cream 15ml,Elemis,https://www.lookfantastic.com/elemis-peptide-eye-recovery-cream-15ml/11822932.html,Eye Care,"Aqua/Water/Eau, Glycerin, Coco-Caprylate, Cocos Nucifera (Coconut) Oil, Glyceryl Oleate Citrate, Buglossoides Arvensis (Star Arvensis) Seed Oil, Bellis Perennis (Daisy) Flower Extract, Hieracium Pilosella (Hawkweed) Extract, Mica, Simmondsia Chinensis (Jojoba) Seed Oil, Panthenol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Hydroxyacetophenone, Phenoxyethanol, Xanthan Gum, Tocopherol, Perilla Ocymoides Seed Oil, Sodium Hydroxide, Tocopheryl Acetate, Disodium EDTA, Sodium Citrate, Citric Acid, Sodium Benzoate, Matthiola Longipetala (Night Scented Stock) Seed Oil, Sodium Dehydroacetate, Hydrolyzed Yeast Protein.",38.0,"['aqua/water/eau', 'glycerin', 'coco-caprylate', 'cocos nucifera (coconut) oil', 'glyceryl oleate citrate', 'buglossoides arvensis (star arvensis) seed oil', 'bellis perennis (daisy) flower extract', 'hieracium pilosella (hawkweed) extract', 'mica', 'simmondsia chinensis (jojoba) seed oil', 'panthenol', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'hydroxyacetophenone', 'phenoxyethanol', 'xanthan gum', 'tocopherol', 'perilla ocymoides seed oil', 'sodium hydroxide', 'tocopheryl acetate', 'disodium edta', 'sodium citrate', 'citric acid', 'sodium benzoate', 'matthiola longipetala (night scented stock) seed oil', 'sodium dehydroacetate', 'hydrolyzed yeast protein']",26,15.0,ml
Elemis Peptide4 Overnight Radiance Peel 30ml,Elemis,https://www.lookfantastic.com/elemis-peptide4-overnight-radiance-peel-30ml/12435919.html,Peel,"Aqua/Water/Eau, Lactic Acid, Hibiscus Sabdariffa Flower Extract, Sodium Hydroxide, Polyacrylate Crosspolymer-6, Phenoxyethanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycerin, Squalane, Hydrolyzed Jojoba Esters, Fragrance (Parfum), Perilla Ocymoides Seed Oil, Echium Plantagineum Seed Oil, Disodium EDTA, Matthiola Longipetala (Night Scented Stock) Seed Oil, Ethylhexylglycerin, Magnesium Hydroxide, Benzyl Benzoate, Yeast Extract, Polysorbate 60, Sorbitan Isostearate, Propylene Glycol Dicaprylate/Dicaprate, Linalool, Limonene, T-Butyl Alcohol, Hexyl Cinnamal, Potassium Sorbate, Soy Amino Acids, Xanthan Gum, Cananga Odorata Flower Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Myristica Fragrans (Nutmeg) Kernel Oil, Sodium Benzoate, Hydrolyzed Yeast Protein, Eugenol, Coumarin, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Coriandrum Sativum (Coriander) Fruit Oil, Tocopherol.",56.0,"['aqua/water/eau', 'lactic acid', 'hibiscus sabdariffa flower extract', 'sodium hydroxide', 'polyacrylate crosspolymer-6', 'phenoxyethanol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'glycerin', 'squalane', 'hydrolyzed jojoba esters', 'fragrance (parfum)', 'perilla ocymoides seed oil', 'echium plantagineum seed oil', 'disodium edta', 'matthiola longipetala (night scented stock) seed oil', 'ethylhexylglycerin', 'magnesium hydroxide', 'benzyl benzoate', 'yeast extract', 'polysorbate 60', 'sorbitan isostearate', 'propylene glycol dicaprylate/dicaprate', 'linalool', 'limonene', 't-butyl alcohol', 'hexyl cinnamal', 'potassium sorbate', 'soy amino acids', 'xanthan gum', 'cananga odorata flower oil', 'citrus aurantium dulcis (orange) peel oil', 'myristica fragrans (nutmeg) kernel oil', 'sodium benzoate', 'hydrolyzed yeast protein', 'eugenol', 'coumarin', 'citrus aurantium amara (bitter orange) leaf/twig oil', 'citrus aurantium amara (bitter orange) peel oil', 'coriandrum sativum (coriander) fruit oil', 'tocopherol']",40,30.0,ml
Elemis Pro-Collagen Advanced Eye Treatment (15ml),Elemis,https://www.lookfantastic.com/elemis-pro-collagen-advanced-eye-treatment-15ml/10621773.html,Eye Care,"Aqua/Water/Eau, Propylene Glycol, Glycerin, Phenoxyethanol, Oryza Sativa (Rice) Hull Powder, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sclerotium Gum, Disodium EDTA, Sodium PCA, Sodium Lactate, Simmondsia Chinensis (Jojoba) Seed Oil, Arginine, Tromethamine, Aspartic Acid, Hydrolyzed Wheat Protein, PCA, Aesculus Hippocastanum (Horse Chesnut) Seed Extract, Centaurea Cyanus Flower Extract, Linum Usitatissimum (Linseed) Seed Extract, Plantago Ovata Seed Extract, Sodium Hyaluronate, Glycine, Alanine, Caramel, Iodopropynyl Butylcarbamate, Serine, Linalool, Valine, Aniba Rosaeodora (Rosewood) Wood Oil, Anthemis Nobilis Flower Oil, Isoleucine, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Osmanthus Fragrans Flower Extract, Proline, Threonine, Histidine, Phenylalanine, Padina Pavonica Thallus Extract.",46.0,"['aqua/water/eau', 'propylene glycol', 'glycerin', 'phenoxyethanol', 'oryza sativa (rice) hull powder', 'ammonium acryloyldimethyltaurate/vp copolymer', 'sclerotium gum', 'disodium edta', 'sodium pca', 'sodium lactate', 'simmondsia chinensis (jojoba) seed oil', 'arginine', 'tromethamine', 'aspartic acid', 'hydrolyzed wheat protein', 'pca', 'aesculus hippocastanum (horse chesnut) seed extract', 'centaurea cyanus flower extract', 'linum usitatissimum (linseed) seed extract', 'plantago ovata seed extract', 'sodium hyaluronate', 'glycine', 'alanine', 'caramel', 'iodopropynyl butylcarbamate', 'serine', 'linalool', 'valine', 'aniba rosaeodora (rosewood) wood oil', 'anthemis nobilis flower oil', 'isoleucine', 'lavandula angustifolia (lavender) oil', 'lavandula hybrida oil', 'osmanthus fragrans flower extract', 'proline', 'threonine', 'histidine', 'phenylalanine', 'padina pavonica thallus extract']",39,15.0,ml
Elemis Pro-Collagen Cleansing Balm 105g,Elemis,https://www.lookfantastic.com/elemis-pro-collagen-cleansing-balm-105g/10757840.html,Cleanser,"Prunus Amygdalus Dulcis (Sweet Almond) Oil, Caprylic/Capric Triglyceride, PEG-6 Caprylic/Capric Glycerides, PEG-8 Beeswax, Cetearyl Alcohol, Sambucus Nigra (Elderberry) Oil, Sorbitan Stearate, PEG-60 Almond Glycerides, Silica, Triticum Vulgare (Wheat) Germ Oil, Avena Sativa (Oat) Kernel Oil, Butyrospermum Parkii (Shea Butter), Glycerin, Lecithin, Borago Officinalis (Starflower) Seed Oil, Citrus Aurantium Dulcis (Orange) Peel Cera (Wax), Padina Pavonica Thallus Extract, Phenoxyethanol, Acacia Decurrens (Mimosa) Flower Cera (Wax), Rosa Multiflora (Rose) Flower Cera (Wax), Cocos Nucifera (Coconut) Oil, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens (Geranium) Flower Oil, Tocopherol, Lavandula Hybrida (Lavandin) Oil, Eucalyptus Globulus Leaf Oil, Anthemis Nobilis (Chamomile) Flower Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Cinnamomum Camphora (Ho Wood) Wood Oil, Mentha Arvensis (Mint) Leaf Oil, Vitis Vinifera (Grape) Seed Oil, Citrus Aurantium Dulcis (Orange) Oil, Menthol, Eugenia Caryophyllus (Clove) Leaf Oil, Citric Acid, Linalool, Geraniol, Eugenol, Citronellol, Limonene.",44.0,"['prunus amygdalus dulcis (sweet almond) oil', 'caprylic/capric triglyceride', 'peg-6 caprylic/capric glycerides', 'peg-8 beeswax', 'cetearyl alcohol', 'sambucus nigra (elderberry) oil', 'sorbitan stearate', 'peg-60 almond glycerides', 'silica', 'triticum vulgare (wheat) germ oil', 'avena sativa (oat) kernel oil', 'butyrospermum parkii (shea butter)', 'glycerin', 'lecithin', 'borago officinalis (starflower) seed oil', 'citrus aurantium dulcis (orange) peel cera (wax)', 'padina pavonica thallus extract', 'phenoxyethanol', 'acacia decurrens (mimosa) flower cera (wax)', 'rosa multiflora (rose) flower cera (wax)', 'cocos nucifera (coconut) oil', 'lavandula angustifolia (lavender) oil', 'pelargonium graveolens (geranium) flower oil', 'tocopherol', 'lavandula hybrida (lavandin) oil', 'eucalyptus globulus leaf oil', 'anthemis nobilis (chamomile) flower oil', 'simmondsia chinensis (jojoba) seed oil', 'cinnamomum camphora (ho wood) wood oil', 'mentha arvensis (mint) leaf oil', 'vitis vinifera (grape) seed oil', 'citrus aurantium dulcis (orange) oil', 'menthol', 'eugenia caryophyllus (clove) leaf oil', 'citric acid', 'linalool', 'geraniol', 'eugenol', 'citronellol', 'limonene']",40,105.0,g
ELEMIS Pro-Collagen Definition Face and Neck Serum 30ml,Elemis,https://www.lookfantastic.com/elemis-pro-collagen-definition-face-and-neck-serum-30ml/11984200.html,Serum,"Aqua/Water/Eau, Shea Butter Ethyl Esters, Glycerin, Albizia Julibrissin (Persian Silk Tree) Bark Extract, Propanediol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Phenoxyethanol, Lactobacillus/Dipteryx Odorata Seed Ferment Filtrate, Leontopodium Alpinum (Edelweiss) Callus Culture Extract, Fragrance (Parfum), Benzoic Acid, Biosaccharide Gum-1, Dehydroacetic Acid, Hydrolyzed Algin, Eryngium Maritimum Extract, Piperonyl Glucoside, Linalool, Limonene, Citronellol, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid, Xanthan Gum, Caramel, Sodium Benzoate, Caprylyl Glycol, Vinca Minor Leaf Extract, Sodium Hydroxide, Glyceryl Caprylate, Lactic Acid/Glycolic Acid Copolymer, Phenylpropanol, Boswellia Carterii (Frankincense) Oil, Cymbopogon Martini (Palmarosa) Oil, Polyvinyl Alcohol, Salvia Sclarea (Clary) Oil, Palmitoyl Heptapeptide-27, Palmitoyl Oligopeptide-78, Palmitoyl Octapeptide-24, Potassium Sorbate.",92.0,"['aqua/water/eau', 'shea butter ethyl esters', 'glycerin', 'albizia julibrissin (persian silk tree) bark extract', 'propanediol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'phenoxyethanol', 'lactobacillus/dipteryx odorata seed ferment filtrate', 'leontopodium alpinum (edelweiss) callus culture extract', 'fragrance (parfum)', 'benzoic acid', 'biosaccharide gum-1', 'dehydroacetic acid', 'hydrolyzed algin', 'eryngium maritimum extract', 'piperonyl glucoside', 'linalool', 'limonene', 'citronellol', 'leuconostoc/radish root ferment filtrate', 'citric acid', 'xanthan gum', 'caramel', 'sodium benzoate', 'caprylyl glycol', 'vinca minor leaf extract', 'sodium hydroxide', 'glyceryl caprylate', 'lactic acid/glycolic acid copolymer', 'phenylpropanol', 'boswellia carterii (frankincense) oil', 'cymbopogon martini (palmarosa) oil', 'polyvinyl alcohol', 'salvia sclarea (clary) oil', 'palmitoyl heptapeptide-27', 'palmitoyl oligopeptide-78', 'palmitoyl octapeptide-24', 'potassium sorbate']",38,30.0,ml
Elemis Pro-Collagen Eye Renewal 15ml,Elemis,https://www.lookfantastic.com/elemis-pro-collagen-eye-renewal-15ml/10366344.html,Eye Care,"Aqua/Water/Eau, Dicaprylyl Carbonate, PEG-8, Glycerin, Methylsilanol Mannuronate, Sodium Polyacrylate, Hexyldecanol, Hexyldecyl Laurate, Sorbitol, Padina Pavonica Thallus Extract, Propylene Glycol, Diazolidinyl Urea, Sodium Benzoate, Disodium EDTA, Potassium Sorbate, Caprylic/Capric Triglyceride, Chlorella Vulgaris Extract, Butylene Glycol, Algae Extract, Phenoxyethanol, Hydrogenated Vegetable Oil, Equisetum Arvense Extract, Persea Gratissima (Avocado) Leaf Extract, Tocopherol, Polygonum Fagopyrum (Buckwheat) Seed Extract, Sorbic Acid.",69.0,"['aqua/water/eau', 'dicaprylyl carbonate', 'peg-8', 'glycerin', 'methylsilanol mannuronate', 'sodium polyacrylate', 'hexyldecanol', 'hexyldecyl laurate', 'sorbitol', 'padina pavonica thallus extract', 'propylene glycol', 'diazolidinyl urea', 'sodium benzoate', 'disodium edta', 'potassium sorbate', 'caprylic/capric triglyceride', 'chlorella vulgaris extract', 'butylene glycol', 'algae extract', 'phenoxyethanol', 'hydrogenated vegetable oil', 'equisetum arvense extract', 'persea gratissima (avocado) leaf extract', 'tocopherol', 'polygonum fagopyrum (buckwheat) seed extract', 'sorbic acid']",26,15.0,ml
Elemis Pro-Collagen Marine Cream 50ml,Elemis,https://www.lookfantastic.com/elemis-pro-collagen-marine-cream-50ml/10364543.html,Moisturiser,"Water (Aqua), Glyceryl Stearate SE, Glycerin, Glyceryl Polyacrylate, Glyceryl Polymethacrylate, Propylene Glycol, Dimethicone, Isononyl Isononanoate, Triticum Vulgare (Wheat) Germ Oil, Butyrospermum Parkii (Shea Butter), Simmondsia Chinensis (Jojoba) Seed Oil, Chlorella Vulgaris Extract, Padina Pavonica Extract, Daucus Carota Sativa (Carrot) Seed Extract, Porphyridium Cruentum Extract, Acacia Decurrens Absolute, Rosa Damascena Flower Absolute, Lecithin, Ginkgo Biloba Extract, Phenoxyethanol, Cetyl Alcohol, Stearic Acid, Polyacrylamide, Xanthan Gum, Chlorphenesin, Methylparaben, Fragrance (Parfum), Laureth-7, Disodium EDTA, Butylparaben, Ethylparaben, Tocopheryl Acetate, Propylparaben, Isobutylparaben, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Linalool, Citronellol.",87.0,"['water (aqua)', 'glyceryl stearate se', 'glycerin', 'glyceryl polyacrylate', 'glyceryl polymethacrylate', 'propylene glycol', 'dimethicone', 'isononyl isononanoate', 'triticum vulgare (wheat) germ oil', 'butyrospermum parkii (shea butter)', 'simmondsia chinensis (jojoba) seed oil', 'chlorella vulgaris extract', 'padina pavonica extract', 'daucus carota sativa (carrot) seed extract', 'porphyridium cruentum extract', 'acacia decurrens absolute', 'rosa damascena flower absolute', 'lecithin', 'ginkgo biloba extract', 'phenoxyethanol', 'cetyl alcohol', 'stearic acid', 'polyacrylamide', 'xanthan gum', 'chlorphenesin', 'methylparaben', 'fragrance (parfum)', 'laureth-7', 'disodium edta', 'butylparaben', 'ethylparaben', 'tocopheryl acetate', 'propylparaben', 'isobutylparaben', 'hydroxyisohexyl 3-cyclohexene carboxaldehyde', 'butylphenyl methylpropional', 'linalool', 'citronellol']",38,50.0,ml
