product_name,brand,product_url,product_type,ingredients,price,ingredients_list,nb_ingredients,volume,volume_unit
Dermalogica Stress Positive Eye Lift 25ml,Dermalogica,https://www.lookfantastic.com/dermalogica-stress-positive-eye-lift-25ml/11434924.html,Eye Care,"Water/Aqua/Eau, Dimethicone, Pentylene Glycol, Sorbitol, Simmondsia Chinensis (Jojoba) Seed Oil, Butylene Glycol, Glycerin, PEG-40 Hydrogenated Castor Oil, Saccharomyces Ferment Lysate Filtrate, Tephrosia Purpurea Seed Extract, Hydrolyzed Sodium Hyaluronate, Niacinamide, Diglucosyl Gallic Acid, Citrus Reticulata (Tangerine) Leaf Oil, Ammonium Acryloyldimethyltaurate/VP Copolymer, Maris Aqua, Propanediol, Sodium Hyaluronate, Vetiveria Zizanoides Root Oil, Lavandula Angustifolia (Lavender) Oil, Rosa Damascena Flower Oil, Salvia Sclarea (Clary) Oil, Hydrolyzed Algin, Aniba Rosaeodora (Rosewood) Wood Oil, Cananga Odorata Flower Oil, Glyceryl Stearate SE, Methyl Lactate, PEG-100 Stearate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopherol, Sucrose, Caprylic/Capric Triglyceride, Ethylhexylglycerin, Sodium Hydroxide, Tetrasodium Glutamate Diacetate, Aminomethyl Propanol, Xanthan Gum, Linalool, Geraniol, Phenoxyethanol.",52.65,"['water/aqua/eau', 'dimethicone', 'pentylene glycol', 'sorbitol', 'simmondsia chinensis (jojoba) seed oil', 'butylene glycol', 'glycerin', 'peg-40 hydrogenated castor oil', 'saccharomyces ferment lysate filtrate', 'tephrosia purpurea seed extract', 'hydrolyzed sodium hyaluronate', 'niacinamide', 'diglucosyl gallic acid', 'citrus reticulata (tangerine) leaf oil', 'ammonium acryloyldimethyltaurate/vp copolymer', 'maris aqua', 'propanediol', 'sodium hyaluronate', 'vetiveria zizanoides root oil', 'lavandula angustifolia (lavender) oil', 'rosa damascena flower oil', 'salvia sclarea (clary) oil', 'hydrolyzed algin', 'aniba rosaeodora (rosewood) wood oil', 'cananga odorata flower oil', 'glyceryl stearate se', 'methyl lactate', 'peg-100 stearate', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'tocopherol', 'sucrose', 'caprylic/capric triglyceride', 'ethylhexylglycerin', 'sodium hydroxide', 'tetrasodium glutamate diacetate', 'aminomethyl propanol', 'xanthan gum', 'linalool', 'geraniol', 'phenoxyethanol']",40,25.0,ml
Dermalogica Total Eye Care 15ml,Dermalogica,https://www.lookfantastic.com/dermalogica-total-eye-care-15ml/10363958.html,Eye Care,"Titanium Dioxide, Bitter Orange(Citrus Auratium Amara) Flower Extract, C12-15, Alkyl Octanoate, Lactic Acid, Butylene Glycol, Glycerin, Silica, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Alcohol, Ceteareth-20, Cyclomethicone, DEA-Cetyl Phosphate, Magnesium Aluminum Silicate, Extracts of: MeadowSweet (Spirea Ulmaria), Hydrocotyl(Cantella Asiatica); Tocopheryl Acetate, Bisabolol, Allantoin, Leucine, Valine, Tyrosine, Argnine, Lysine, Sodium PCA, Xanthum Gum, Propylene Glycol, Disodium EDTA, Diazolidinyl, urea, Isopropylparaben, Isobutylparaben, Butylparaben, Magnesium Silicate, Iron Oxides(CI 77492, CI 77491), Mica (CI77019).",40.5,"['titanium dioxide', 'bitter orange(citrus auratium amara) flower extract', 'c12-15', 'alkyl octanoate', 'lactic acid', 'butylene glycol', 'glycerin', 'silica', 'glyceryl stearate', 'peg-100 stearate', 'cetearyl alcohol', 'ceteareth-20', 'cyclomethicone', 'dea-cetyl phosphate', 'magnesium aluminum silicate', 'extracts of: meadowsweet (spirea ulmaria)', 'hydrocotyl(cantella asiatica); tocopheryl acetate', 'bisabolol', 'allantoin', 'leucine', 'valine', 'tyrosine', 'argnine', 'lysine', 'sodium pca', 'xanthum gum', 'propylene glycol', 'disodium edta', 'diazolidinyl', 'urea', 'isopropylparaben', 'isobutylparaben', 'butylparaben', 'magnesium silicate', 'iron oxides(ci 77492', 'ci 77491)', 'mica (ci77019)']",37,15.0,ml
DHC Deep Cleansing Oil 200ml,DHC,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"Olea Europaea (Olive) Fruit Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Pentylene Glycol, Phenoxyethanol, Tocopherol, Stearyl Glycyrrhetinate, Rosmarinus Officinalis (Rosemary) Leaf Oil.",24.0,"['olea europaea (olive) fruit oil', 'caprylic/capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis (rosemary) leaf oil']",8,200.0,ml
DHC Deep Cleansing Oil 30ml,DHC,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"Olea Europaea (Olive) Fruit Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Pentylene Glycol, Phenoxyethanol, Tocopherol, Stearyl Glycyrrhetinate, Rosmarinus Officinalis (Rosemary) Leaf Oil.",5.0,"['olea europaea (olive) fruit oil', 'caprylic/capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis (rosemary) leaf oil']",8,30.0,ml
DHC Deep Cleansing Oil 70ml,DHC,https://www.lookfantastic.com/dhc-deep-cleansing-oil/11207442.html,Oil,"Olea Europaea (Olive) Fruit Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Pentylene Glycol, Phenoxyethanol, Tocopherol, Stearyl Glycyrrhetinate, Rosmarinus Officinalis (Rosemary) Leaf Oil.",12.5,"['olea europaea (olive) fruit oil', 'caprylic/capric triglyceride', 'sorbeth-30 tetraoleate', 'pentylene glycol', 'phenoxyethanol', 'tocopherol', 'stearyl glycyrrhetinate', 'rosmarinus officinalis (rosemary) leaf oil']",8,70.0,ml
DHC Face Wash Powder (50g),DHC,https://www.lookfantastic.com/dhc-face-wash-powder-50g/11207540.html,Cleanser,"Zea Mays (Corn) Starch, Maltitol, Potassium Myristate, Sodium Cocoyl Glycinate, Sodium Cocoyl Isethionate, Sorbitol, Protease, Dipotassium Glycrrhizate, Glycyl Glycine, Silica, Water/Aqua/Eau, Alcohol, Honey/Mel/Miel, Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Flower Extract.",11.0,"['zea mays (corn) starch', 'maltitol', 'potassium myristate', 'sodium cocoyl glycinate', 'sodium cocoyl isethionate', 'sorbitol', 'protease', 'dipotassium glycrrhizate', 'glycyl glycine', 'silica', 'water/aqua/eau', 'alcohol', 'honey/mel/miel', 'sodium hyaluronate', 'lavandula angustifolia (lavender) flower extract']",15,50.0,g
DHC Facial Scrub (100g),DHC,https://www.lookfantastic.com/dhc-facial-scrub-100g/11207541.html,Exfoliator,"Water/Aqua/Eau, Stearic Acid, Butylene Glycol, Prunus Armeniaca (Apricot) Seed Powder, Pentylene Glycol, Potassium Cocoate, Glyceryl Stearate SE, Potassium Hydroxide, Phenoxyethanol, Urea, Allantoin, Sapindus Mukurossi Peel Extract, Dipotassium Glycyrrhizate, Chlorhexidine Digluconate",16.0,"['water/aqua/eau', 'stearic acid', 'butylene glycol', 'prunus armeniaca (apricot) seed powder', 'pentylene glycol', 'potassium cocoate', 'glyceryl stearate se', 'potassium hydroxide', 'phenoxyethanol', 'urea', 'allantoin', 'sapindus mukurossi peel extract', 'dipotassium glycyrrhizate', 'chlorhexidine digluconate']",14,100.0,g
DHC Olive Virgin Oil (30ml),DHC,https://www.lookfantastic.com/dhc-olive-virgin-oil-30ml/11207559.html,Oil,Olea europaea (olive) fruit oil.,36.5,['olea europaea (olive) fruit oil'],1,30.0,ml
DHC Pore Cleansing Oil (150ml),DHC,https://www.lookfantastic.com/dhc-pore-cleansing-oil-150ml/11207565.html,Oil,"Ethylhexyl Palmitate, Glycerin, Polyglyceryl-5 Dioleate, Triethylhexanoin, Water/Aqua/Eau, Polyglyceryl-6 Caprylate, Isostearyl Alcohol, Caprylic/Capric Triglyceride, Isopropyl Lauroyl Sacronsinate, Phenoxyethanol, Citrus Grandis (Grapefruit) Peel Extract, Cocos Nucifera (Coconut) Oil, Argania Spinosa (Argan) Kernel Oil, Citrus Reticulate (Tangerine) Peel Extract, Oenothera Biennis (Evening Primrose) Oil, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Butyl Avocadate, Sesamum Indicum (Sesame) Seed Oil, Calendula Officinalis Flower Extract, Tocopherol, Oryza Sativa (Rice) Bran Oil, Butylene Glycol, Punica Granatum Extract, 10-Hydroxydecanoic Acid, Sebacic Acid, 1,10-Decanediol, Ascorbyl Palmitate, Propyl Gallate, Limonene.",25.0,"['ethylhexyl palmitate', 'glycerin', 'polyglyceryl-5 dioleate', 'triethylhexanoin', 'water/aqua/eau', 'polyglyceryl-6 caprylate', 'isostearyl alcohol', 'caprylic/capric triglyceride', 'isopropyl lauroyl sacronsinate', 'phenoxyethanol', 'citrus grandis (grapefruit) peel extract', 'cocos nucifera (coconut) oil', 'argania spinosa (argan) kernel oil', 'citrus reticulate (tangerine) peel extract', 'oenothera biennis (evening primrose) oil', 'olea europaea (olive) fruit oil', 'vitis vinifera (grape) seed oil', 'simmondsia chinensis (jojoba) seed oil', 'butyl avocadate', 'sesamum indicum (sesame) seed oil', 'calendula officinalis flower extract', 'tocopherol', 'oryza sativa (rice) bran oil', 'butylene glycol', 'punica granatum extract', '10-hydroxydecanoic acid', 'sebacic acid', '1,10-decanediol', 'ascorbyl palmitate', 'propyl gallate', 'limonene']",31,150.0,ml
DHC Super Collagen Mist 50ml,DHC,https://www.lookfantastic.com/dhc-super-collagen-mist-50ml/11872190.html,Mist,"Water, Butylene Glycol, Glycerin, Dipropylene Glycol, Pentylene Glycol, Poly (1,2-Butanediol)-4 PEG/PPG-29/9 Methylglucose, Phenoxyethanol, Dihydroxypropyl Arginine HCL, Bis-Ethoxydiglycol Cyclohexane 1,4-Dicarboxylate, Trehalose, Sodium Citrate, Dipeptide-8, Citric Acid.",20.0,"['water', 'butylene glycol', 'glycerin', 'dipropylene glycol', 'pentylene glycol', 'poly (1,2-butanediol)-4 peg/ppg-29/9 methylglucose', 'phenoxyethanol', 'dihydroxypropyl arginine hcl', 'bis-ethoxydiglycol cyclohexane 1,4-dicarboxylate', 'trehalose', 'sodium citrate', 'dipeptide-8', 'citric acid']",13,50.0,ml
Dr Brandt Microdermabrasion Skin Exfoliant (60g),Dr Brandt,https://www.lookfantastic.com/dr-brandt-microdermabrasion-skin-exfoliant-60g/10543772.html,Exfoliator,"WATER (AQUA), ALUMINA, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, CETYL ALCOHOL, GLYCERYL STEARATE, PEG-12 GLYCERYL DISTEARATE, PEG-100 STEARATE, AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, XANTHAN GUM, LACTIC ACID, FRAGRANCE (PARFUM), MENTHONE GLYCERIN ACETAL, ALLANTOIN, MAGNESIUM CHLORIDE, MAGNESIUM NITRATE, TOCOPHERYL ACETATE, MAGNESIUM OXIDE, BUTYLENE GLYCOL, ALOE BARBADENSIS LEAF EXTRACT, VITIS VINIFERA (GRAPE) SEED EXTRACT, CHAMOMILLA RECUTITA (MATRICARIA) FLOWER EXTRACT, CAMELLIA OLEIFERA LEAF EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, PHENOXYETHANOL, METHYLPARABEN, BUTYLPARABEN, PROPYLPARABEN, ISOBUTYLPARABEN, CITRAL, LIMONENE",64.0,"['water (aqua)', 'alumina', 'caprylic/capric triglyceride', 'glycerin', 'cetyl alcohol', 'glyceryl stearate', 'peg-12 glyceryl distearate', 'peg-100 stearate', 'ammonium acryloyldimethyltaurate/vp copolymer', 'simmondsia chinensis (jojoba) seed oil', 'xanthan gum', 'lactic acid', 'fragrance (parfum)', 'menthone glycerin acetal', 'allantoin', 'magnesium chloride', 'magnesium nitrate', 'tocopheryl acetate', 'magnesium oxide', 'butylene glycol', 'aloe barbadensis leaf extract', 'vitis vinifera (grape) seed extract', 'chamomilla recutita (matricaria) flower extract', 'camellia oleifera leaf extract', 'camellia sinensis leaf extract', 'methylchloroisothiazolinone', 'methylisothiazolinone', 'phenoxyethanol', 'methylparaben', 'butylparaben', 'propylparaben', 'isobutylparaben', 'citral', 'limonene']",34,60.0,g
Dr. Brandt No More Baggage 15g,Dr Brandt,https://www.lookfantastic.com/dr.-brandt-no-more-baggage-15g/12293319.html,Eye Care,"Water (Aqua), Sodium Magnesium Silicate, Propanediol, Magnesium Aluminum Silicate, Phenoxyethanol, Lecithin, Kappaphycus Alvarezii Extract, Caffeine, Synthetic, Fluorphlogopite, Acetyl Glutamine, Hesperidin Methyl Chalcone, Caesalpinia Spinosa Fruit Extract, Titanium Dioxide, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Steareth-20, Sh-Oligopeptide-1, Sh- Oligopeptide-2, Dipeptide-2, Sodium Hyaluronate, Sh-Polypeptide-1, Sh- Polypeptide-9, Sh-Polypeptide-11, Bacillus/Soybean/Folic Acid Ferment, Boswellia Serrata Extract, Centella Asiatica Extract, Palmitoyl Tetrapeptide-7, Butylene Glycol, Betula Alba Bark Extract, Chlorhexidine Digluconate, Tin Oxide, 1,2- Hexanediol, Potassium Sorbate, Polygonum Cuspidatum Root Extract, Peg-12 Dimethicone, Camellia Sinensis Leaf Extract, Sodium Benzoate, Iron Oxides (Ci 77491, Ci 77492).",30.0,"['water (aqua)', 'sodium magnesium silicate', 'propanediol', 'magnesium aluminum silicate', 'phenoxyethanol', 'lecithin', 'kappaphycus alvarezii extract', 'caffeine', 'synthetic', 'fluorphlogopite', 'acetyl glutamine', 'hesperidin methyl chalcone', 'caesalpinia spinosa fruit extract', 'titanium dioxide', 'caprylyl glycol', 'ethylhexylglycerin', 'hexylene glycol', 'steareth-20', 'sh-oligopeptide-1', 'sh- oligopeptide-2', 'dipeptide-2', 'sodium hyaluronate', 'sh-polypeptide-1', 'sh- polypeptide-9', 'sh-polypeptide-11', 'bacillus/soybean/folic acid ferment', 'boswellia serrata extract', 'centella asiatica extract', 'palmitoyl tetrapeptide-7', 'butylene glycol', 'betula alba bark extract', 'chlorhexidine digluconate', 'tin oxide', '1,2- hexanediol', 'potassium sorbate', 'polygonum cuspidatum root extract', 'peg-12 dimethicone', 'camellia sinensis leaf extract', 'sodium benzoate', 'iron oxides (ci 77491', 'ci 77492)']",41,15.0,g
Dr Dennis Gross Alpha Beta Pore Perfecting Cleansing Gel 60ml,Dr Dennis Gross Skincare,https://www.lookfantastic.com/dr-dennis-gross-alpha-beta-pore-perfecting-cleansing-gel/11984108.html,Cleanser,"Water/Aqua/Eau, Glycerin, Sodium Lauroyl Methyl Isethionate, Propanediol, Sodium Cocoamphoacetate, Cocamidopropyl Hydroxysultaine, Disteareth-75 IPDI, Glycereth-7 Caprylate/Caprate, Sodium Chloride, Trisodium Ethylenediamine Disuccinate, PEG-40 Hydrogenated Castor Oil, Mandelic Acid, Glycolic Acid, Salix Alba (Willow) Bark Extract, Phytic Acid, Potassium Azeloyl Diglycinate, Citric Acid, Farnesol, Barosma Betulina Leaf Extract, Sodium PCA, Sodium Hyaluronate, Tremella Fuciformis (Mushroom) Extract, Aloe Barbadensis Leaf Juice, Bisabolol, Hydrolyzed Soy Protein, Camellia Sinensis Leaf Extract, Butylene Glycol, Caprylic/Capric Triglyceride, Dimethyl Isosorbide, Alcohol, Sodium Phytate, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Vitis Vinifera (Grape) Fruit Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Eugenia Caryophyllus (Clove) Flower Extract, Polyglyceryl-3 Laurate, PEG-7 Glyceryl Cocoate, Sodium Hydroxide, Benzoic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol.",17.0,"['water/aqua/eau', 'glycerin', 'sodium lauroyl methyl isethionate', 'propanediol', 'sodium cocoamphoacetate', 'cocamidopropyl hydroxysultaine', 'disteareth-75 ipdi', 'glycereth-7 caprylate/caprate', 'sodium chloride', 'trisodium ethylenediamine disuccinate', 'peg-40 hydrogenated castor oil', 'mandelic acid', 'glycolic acid', 'salix alba (willow) bark extract', 'phytic acid', 'potassium azeloyl diglycinate', 'citric acid', 'farnesol', 'barosma betulina leaf extract', 'sodium pca', 'sodium hyaluronate', 'tremella fuciformis (mushroom) extract', 'aloe barbadensis leaf juice', 'bisabolol', 'hydrolyzed soy protein', 'camellia sinensis leaf extract', 'butylene glycol', 'caprylic/capric triglyceride', 'dimethyl isosorbide', 'alcohol', 'sodium phytate', 'jasminum officinale (jasmine) flower/leaf extract', 'vitis vinifera (grape) fruit extract', 'lavandula angustifolia (lavender) flower/leaf/stem extract', 'eugenia caryophyllus (clove) flower extract', 'polyglyceryl-3 laurate', 'peg-7 glyceryl cocoate', 'sodium hydroxide', 'benzoic acid', 'sodium benzoate', 'potassium sorbate', 'phenoxyethanol']",42,60.0,ml
Dr Dennis Gross Skincare C+Collagen Brighten and Firm Vitamin C Serum 30ml,Dr Dennis Gross Skincare,https://www.lookfantastic.com/dr-dennis-gross-skincare-c-collagen-brighten-and-firm-vitamin-c-serum-30ml/11540506.html,Serum,"Water/Aqua/Eau, Glycerin, 3-O-Ethyl Ascorbic Acid, Niacinamide, Glycereth-7 Triacetate, Lactic Acid, SD Alcohol 40-B, Hydroxyethylcellulose, Dimethyl Isosorbide, Ascorbic Acid, Collagen Amino Acids, Superoxide Dismutase, Glycine, Carnitine HCl, Ubiquinone, Hexylresorcinol, Emblica Officinalis Fruit Extract, Hydrolyzed Soy Protein, Tetrahexyldecyl Ascorbate, Isoquercetin, Mandelic Acid, Pueraria Lobata Root Extract, Curcuma Longa (Turmeric) Root Extract, Phytic Acid, Citric Acid, Tetrasodium EDTA, Sodium Citrate, Butylene Glycol, Xanthan Gum, Polysorbate 20, T-Butyl Alcohol, Sodium Hydroxide, Polysorbate 80, Denatonium Benzoate, Benzyl Alcohol, Phenoxyethanol, Sodium Benzoate, Potassium Sorbate, Caramel.",79.0,"['water/aqua/eau', 'glycerin', '3-o-ethyl ascorbic acid', 'niacinamide', 'glycereth-7 triacetate', 'lactic acid', 'sd alcohol 40-b', 'hydroxyethylcellulose', 'dimethyl isosorbide', 'ascorbic acid', 'collagen amino acids', 'superoxide dismutase', 'glycine', 'carnitine hcl', 'ubiquinone', 'hexylresorcinol', 'emblica officinalis fruit extract', 'hydrolyzed soy protein', 'tetrahexyldecyl ascorbate', 'isoquercetin', 'mandelic acid', 'pueraria lobata root extract', 'curcuma longa (turmeric) root extract', 'phytic acid', 'citric acid', 'tetrasodium edta', 'sodium citrate', 'butylene glycol', 'xanthan gum', 'polysorbate 20', 't-butyl alcohol', 'sodium hydroxide', 'polysorbate 80', 'denatonium benzoate', 'benzyl alcohol', 'phenoxyethanol', 'sodium benzoate', 'potassium sorbate', 'caramel']",39,30.0,ml
Dr Hauschka Lip Balm 4.5ml,Dr Hauschka,https://www.lookfantastic.com/dr-hauschka-lip-balm-4.5ml/10964000.html,Balm,"Ricinus Communis (castor) Seed Oil, Beeswax (cera Alba), Arachis Hypogaea (peanut) Oil, Daucus Carota Sativa (carrot) Root Extract, Anthyllis Vulneraria Extract, Prunus Armeniaca (apricot) Kernel Oil, Calendula Officinalis Flower Extract, Helianthus Annuus (sunflower) Seed Oil, Theobroma Cacao (cocoa) Seed Butter, Hypericum Perforatum Flower/leaf Extract, Silk (serica) Powder, Triticum Vulgare (wheat) Germ Oil, Simmondsia Chinensis (jojoba) Seed Oil, Triticum Vulgare (wheat) Bran Extract, Lecithin, Fragrance (parfum), Citronellol, Geraniol, Linalool, Farnesol, Benzyl Benzoate, Citral, Eugenol, Benzyl Alcohol, Benzyl Salicylate.",10.5,"['ricinus communis (castor) seed oil', 'beeswax (cera alba)', 'arachis hypogaea (peanut) oil', 'daucus carota sativa (carrot) root extract', 'anthyllis vulneraria extract', 'prunus armeniaca (apricot) kernel oil', 'calendula officinalis flower extract', 'helianthus annuus (sunflower) seed oil', 'theobroma cacao (cocoa) seed butter', 'hypericum perforatum flower/leaf extract', 'silk (serica) powder', 'triticum vulgare (wheat) germ oil', 'simmondsia chinensis (jojoba) seed oil', 'triticum vulgare (wheat) bran extract', 'lecithin', 'fragrance (parfum)', 'citronellol', 'geraniol', 'linalool', 'farnesol', 'benzyl benzoate', 'citral', 'eugenol', 'benzyl alcohol', 'benzyl salicylate']",25,5.0,ml
Dr. Hauschka Night Serum 20ml,Dr. Hauschka,https://www.lookfantastic.com/dr.-hauschka-night-serum-20ml/12076644.html,Serum,"Aqua, Alcohol, Glycerin, Pyrus Malus Fruit Water, Chondrus Crispus Extract, Hamamelis Virginiana Bark/Leaf Extract, Hectorite, Pyrus Malus Flower Extract, Parfum, Citronellol, Limonene, Linalool, Geraniol, Citral, Sodium Chloride, Xanthan Gum.",29.5,"['aqua', 'alcohol', 'glycerin', 'pyrus malus fruit water', 'chondrus crispus extract', 'hamamelis virginiana bark/leaf extract', 'hectorite', 'pyrus malus flower extract', 'parfum', 'citronellol', 'limonene', 'linalool', 'geraniol', 'citral', 'sodium chloride', 'xanthan gum']",16,20.0,ml
Dr. PAWPAW Hot Pink Balm 25ml,Dr. PAWPAW,https://www.lookfantastic.com/dr.-pawpaw-hot-pink-balm-25ml/12060101.html,Balm,"Petrolatum, Olea Europaea (Olive) Oil, Carica Papaya Fruit Extract, Aloe Barbadensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycine Soja (Soybean) Oil, Ci 77491 (Iron Oxide), Ci 77499 (Iron Oxide), Ci 77891 (Titanium Dioxide)",6.95,"['petrolatum', 'olea europaea (olive) oil', 'carica papaya fruit extract', 'aloe barbadensis leaf extract', 'helianthus annuus (sunflower) seed oil', 'glycine soja (soybean) oil', 'ci 77491 (iron oxide)', 'ci 77499 (iron oxide)', 'ci 77891 (titanium dioxide)']",9,25.0,ml
Dr. PAWPAW Original Balm 100ml,Dr. PAWPAW,https://www.lookfantastic.com/dr.-pawpaw-original-balm-100ml/12060103.html,Balm,"Petrolatum, Olea Europaea (Olive) Fruit Oil, Carica Papaya Fruit Extract, Aloe Barbadensis Leaf Juice.",18.99,"['petrolatum', 'olea europaea (olive) fruit oil', 'carica papaya fruit extract', 'aloe barbadensis leaf juice']",4,100.0,ml
Dr. PAWPAW Outrageous Orange Balm 25ml,Dr. PAWPAW,https://www.lookfantastic.com/dr.-pawpaw-outrageous-orange-balm-25ml/12060100.html,Balm,"Petrolatum, Olea Europaea (Olive) Oil, Carica Papaya Fruit Extrac, Aloe Barbadensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycine Soja (soybean) Oil, CI 15850 (Red 6 Lake), CI 19140 (Yellow 5 Lake), CI 77891 (Titanium Dioxide).",4.0,"['petrolatum', 'olea europaea (olive) oil', 'carica papaya fruit extrac', 'aloe barbadensis leaf extract', 'helianthus annuus (sunflower) seed oil', 'glycine soja (soybean) oil', 'ci 15850 (red 6 lake)', 'ci 19140 (yellow 5 lake)', 'ci 77891 (titanium dioxide)']",9,25.0,ml
Dr.Jart+ Ceramidin Cream 50ml,Dr.Jart+,https://www.lookfantastic.com/dr.jart-ceramidin-cream-50ml/12099664.html,Moisturiser,"Water, Glycerin, Dipropylene Glycol, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Methyl Trimethicone, 1,2-Hexanediol, Bifida Ferment Lysate, Phenyl Trimethicone, Vegetable Oil, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate SE, Ceramide NP, Stearic Acid, Algae Extract, Eclipta Prostrata Leaf Extract, Cetearyl Glucoside, Hydrogenated Lecithin, Microcrystalline Cellulose, Butylene Glycol, C12-16 Alcohols, Ammonium Acryloyldimethyltaurate/VP Copolymer, Malt Extract, Beta Vulgaris (Beet) Root Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Throbroma Caco (Cocoa) Seed Extract, Curuma Longa (Turmeric) Root Extract, Ocimum Sanctum Leaf Extract, Amaranthus Caudatus Seed Extract, Ulmus Davidiana Root Extract, Avena Sativa (Oat) Kernel Extract, Cynara Scolymus (Artichoke) Leaf Extract, Pteris Multifida Extract, Artemisia Vulgaris Extract, Corallina Officinalis Extract, Pyracantha Fortuneana Fruit Extract, Glycerly Polymethacrylate, Cholesterol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Hydrolyzed Corn Starch, Sodium Hyaluronate, Pelargonium Graveolens Flower Oil, Fructooligosaccharides, Beta-Glucan, Dextrin, Disodium EDTA, Panthenol, Polyquaternium-51, Raffinose, Hydrolyzed Hyaluronic Acid, Folic Acid, Salvia Officinalis (Sage) Oil, Pogostemon Cablin Oil, Tromethamine, Ceramide AP, Ceramide AS, Ceramide NS, Palmitoyl Pentapeptide-4, Ceramide EOP.",35.5,"['water', 'glycerin', 'dipropylene glycol', 'cetearyl alcohol', 'caprylic/capric triglyceride', 'hydrogenated poly(c6-14 olefin)', 'hydrogenated polydecene', 'methyl trimethicone', '1,2-hexanediol', 'bifida ferment lysate', 'phenyl trimethicone', 'vegetable oil', 'butyrospermum parkii (shea) butter', 'glyceryl stearate se', 'ceramide np', 'stearic acid', 'algae extract', 'eclipta prostrata leaf extract', 'cetearyl glucoside', 'hydrogenated lecithin', 'microcrystalline cellulose', 'butylene glycol', 'c12-16 alcohols', 'ammonium acryloyldimethyltaurate/vp copolymer', 'malt extract', 'beta vulgaris (beet) root extract', 'melia azadirachta flower extract', 'melia azadirachta leaf extract', 'throbroma caco (cocoa) seed extract', 'curuma longa (turmeric) root extract', 'ocimum sanctum leaf extract', 'amaranthus caudatus seed extract', 'ulmus davidiana root extract', 'avena sativa (oat) kernel extract', 'cynara scolymus (artichoke) leaf extract', 'pteris multifida extract', 'artemisia vulgaris extract', 'corallina officinalis extract', 'pyracantha fortuneana fruit extract', 'glycerly polymethacrylate', 'cholesterol', 'citrus aurantium bergamia (bergamot) fruit oil', 'hydrolyzed corn starch', 'sodium hyaluronate', 'pelargonium graveolens flower oil', 'fructooligosaccharides', 'beta-glucan', 'dextrin', 'disodium edta', 'panthenol', 'polyquaternium-51', 'raffinose', 'hydrolyzed hyaluronic acid', 'folic acid', 'salvia officinalis (sage) oil', 'pogostemon cablin oil', 'tromethamine', 'ceramide ap', 'ceramide as', 'ceramide ns', 'palmitoyl pentapeptide-4', 'ceramide eop']",62,50.0,ml
Egyptian Magic All Purpose Skin Cream 118ml/4oz,Egyptian Magic,https://www.lookfantastic.com/egyptian-magic-all-purpose-skin-cream-118ml-4oz/10407207.html,Moisturiser,"Olive Oil, Beeswax, Honey, Bee Pollen, Royal Jelly, Propolis Extract.",30.0,"['olive oil', 'beeswax', 'honey', 'bee pollen', 'royal jelly', 'propolis extract']",6,118.0,ml
Egyptian Magic All Purpose Skin Cream 59ml/2oz,Egyptian Magic,https://www.lookfantastic.com/egyptian-magic-all-purpose-skin-cream-59ml-2oz/11294204.html,Moisturiser,"Olive Oil, Beeswax, Honey, Bee Pollen, Royal Jelly, Propolis Extract.",20.0,"['olive oil', 'beeswax', 'honey', 'bee pollen', 'royal jelly', 'propolis extract']",6,59.0,ml
